namespace,module_dir,magento_module,path,file_count,initial_decision,source,notes,confirmation_needed
WeltPixel,MobileDetect,WeltPixel_MobileDetect,vusa244/app/code/WeltPixel/MobileDetect,8,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,Multistore,WeltPixel_Multistore,vusa244/app/code/WeltPixel/Multistore,35,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,NavigationLinks,WeltPixel_NavigationLinks,vusa244/app/code/WeltPixel/NavigationLinks,83,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,Newsletter,WeltPixel_Newsletter,vusa244/app/code/WeltPixel/Newsletter,52,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,OwlCarouselSlider,WeltPixel_OwlCarouselSlider,vusa244/app/code/WeltPixel/OwlCarouselSlider,133,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,ProductLabels,WeltPixel_ProductLabels,vusa244/app/code/WeltPixel/ProductLabels,97,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,ProductPage,WeltPixel_ProductPage,vusa244/app/code/WeltPixel/ProductPage,128,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,QuickCart,WeltPixel_QuickCart,vusa244/app/code/WeltPixel/QuickCart,44,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,Quickview,WeltPixel_Quickview,vusa244/app/code/WeltPixel/Quickview,142,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,RecentlyViewedBar,WeltPixel_RecentlyViewedBar,vusa244/app/code/WeltPixel/RecentlyViewedBar,35,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,ReviewsWidget,WeltPixel_ReviewsWidget,vusa244/app/code/WeltPixel/ReviewsWidget,31,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,SampleData,WeltPixel_SampleData,vusa244/app/code/WeltPixel/SampleData,68,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,SearchAutoComplete,WeltPixel_SearchAutoComplete,vusa244/app/code/WeltPixel/SearchAutoComplete,37,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,Sitemap,WeltPixel_Sitemap,vusa244/app/code/WeltPixel/Sitemap,73,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,SmartProductTabs,WeltPixel_SmartProductTabs,vusa244/app/code/WeltPixel/SmartProductTabs,78,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,SocialLogin,WeltPixel_SocialLogin,vusa244/app/code/WeltPixel/SocialLogin,155,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,SpeedOptimization,WeltPixel_SpeedOptimization,vusa244/app/code/WeltPixel/SpeedOptimization,60,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,ThankYouPage,WeltPixel_ThankYouPage,vusa244/app/code/WeltPixel/ThankYouPage,50,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,TitleRewrite,WeltPixel_TitleRewrite,vusa244/app/code/WeltPixel/TitleRewrite,14,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
WeltPixel,UserProfile,WeltPixel_UserProfile,vusa244/app/code/WeltPixel/UserProfile,87,Remove,"legacy repo scan; ECOM-20 ticket","Known remove/theme/dead integration candidate unless backend/admin behavior is explicitly justified.","production app/etc/config.php or setup_module DB state; owner decision; DB tables; cron; observers/plugins/preferences; GraphQL/REST impact; license/support; test coverage"
